Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
飞行之师,Flying Master,飞行之师,,,,,,フライング部門,플라잉 디비전
成为飞行之师，需要更换10次飞行翅膀,Becoming a Flying Master requires changing your Wings 10 times,成为飞行之师，需要更换10次飞行翅膀,,,,,,マスター・オブ・フライトになるには、10回の飛行翼の交換が必要,비행의 달인이 되려면 비행 날개를 10번 교체해야 합니다.
飞行之王,Flying King,飞行之王,,,,,,キング・オブ・フライト,비행의 왕
成为飞行之王，需要更换50次飞行翅膀,Becoming the Flying King requires changing your wings 50 times,成为飞行之王，需要更换50次飞行翅膀,,,,,,飛行王になるには、翼を50回変える必要がある。,비행의 왕이 되려면 날개를 50번 교체해야 합니다.
飞行之皇,Flying King,飞行之皇,,,,,,飛翔の皇帝,비행의 황제
成为飞行之皇，需要更换150次飞行翅膀,Becoming the Flying King requires changing your wings 150 times,成为飞行之皇，需要更换150次飞行翅膀,,,,,,飛行王になるには、150回翼を変える必要がある。,비행의 왕이 되려면 날개를 150번 바꿔야 합니다.
飞行之圣,Holy of Flight,飞行之圣,,,,,,飛翔の賢人,비행의 현자
成为飞行之圣，需要更换500次飞行翅膀,Becoming the Holy of Flight requires 500 Wing Changes,成为飞行之圣，需要更换500次飞行翅膀,,,,,,飛行の聖人になるには、翼を500回変える必要がある。,비행의 성자가 되려면 날개를 500번 교체해야 합니다.
飞行之帝,Flying Emperor,飞行之帝,,,,,,飛翔の皇帝,비행의 황제
成为飞行之帝，需要更换999次飞行翅膀,Becoming the Flying Emperor requires changing your wings 999 times,成为飞行之帝，需要更换999次飞行翅膀,,,,,,飛行の皇帝になるには、翼を999回変える必要がある。,비행의 황제가 되려면 날개를 999번 교체해야 합니다.
特效之师,Effect Master,特效之师,,,,,,特撮の巨匠,특수 효과의 달인
成为特效之师，需要更换10次拖尾特效,"To become an effects master, you need to change the trailing effects 10 times.",成为特效之师，需要更换10次拖尾特效,,,,,,マスター・オブ・エフェクトになるには、後続のエフェクトを10回変更する必要がある。,효과의 달인이 되려면 후행 효과를 10번 변경해야 합니다.
特效之王,King of Effects,特效之王,,,,,,特撮の帝王,특수 효과의 왕
成为特效之王，需要更换50次拖尾特效,"To become the King of Effects, you need to change the trailing effect 50 times.",成为特效之王，需要更换50次拖尾特效,,,,,,エフェクト王になるには、後続のエフェクトを50回変える必要がある。,효과의 왕이 되려면 후행 효과를 50번 변경해야 합니다.
特效之皇,King of Effects,特效之皇,,,,,,キング・オブ・スペシャル・エフェクト,특수 효과의 왕
成为特效之皇，需要更换150次拖尾特效,"To become the King of Effects, you need to change the trailing effect 150 times.",成为特效之皇，需要更换150次拖尾特效,,,,,,エフェクト王になるには、後続のエフェクトを150回変える必要がある。,효과의 왕이 되려면 후행 효과를 150회 변경해야 합니다.
特效之圣,Effect Holy,特效之圣,,,,,,特殊効果の聖人,특수 효과의 성자
成为特效之圣，需要更换500次拖尾特效,"To become the holy of effects, you need to change the trailing effect 500 times.",成为特效之圣，需要更换500次拖尾特效,,,,,,エフェクトの聖人になるには、500回、後続のエフェクトを変える必要がある。,효과의 성자가 되려면 후행 효과를 500번 변경해야 합니다.
特效之帝,Effect Emperor,特效之帝,,,,,,特撮の帝王,특수 효과의 황제
成为特效之帝，需要更换999次拖尾特效,"To become the Emperor of Effects, you need to change the trailing effects 999 times.",成为特效之帝，需要更换999次拖尾特效,,,,,,特殊効果の皇帝になるには、999回、後続の効果を変える必要がある。,특수 효과의 황제가 되려면 후행 효과를 999번 변경해야 합니다.
音乐之师,Music Master,音乐之师,,,,,,音楽の巨匠,음악의 달인
成为音乐之师，需要切换10次背景音乐,"To become a music master, you need to switch background music 10 times.",成为音乐之师，需要切换10次背景音乐,,,,,,マスター・オブ・ミュージックになるには、BGMを10回切り替える必要がある。,음악의 달인이 되려면 배경 음악을 10번 바꿔야 합니다.
音乐之王,King of Music,音乐之王,,,,,,キング・オブ・ミュージック,음악의 왕
成为音乐之王，需要切换50次背景音乐,"To become the King of Music, you need to switch the background music 50 times.",成为音乐之王，需要切换50次背景音乐,,,,,,キング・オブ・ミュージックになるには、サウンドトラックを50回切り替える必要がある！,음악의 왕이 되려면 사운드트랙을 50번 바꿔야 합니다!
音乐之皇,Music King,音乐之皇,,,,,,キング・オブ・ミュージック,음악의 왕
成为音乐之皇，需要切换150次背景音乐,Becoming the King of Music requires switching the background music 150 times,成为音乐之皇，需要切换150次背景音乐,,,,,,キング・オブ・ミュージックになるには、サウンドトラックを150回切り替える必要がある！,음악의 왕이 되려면 사운드트랙을 150번 바꿔야 합니다!
音乐之圣,Music Holy,音乐之圣,,,,,,音楽の聖人,음악의 성자
成为音乐之圣，需要切换500次背景音乐,"To become the music saint, you need to switch the background music 500 times.",成为音乐之圣，需要切换500次背景音乐,,,,,,音楽の聖人になるには、BGMを500回切り替える必要がある。,음악의 성자가 되려면 배경 음악을 500번 바꿔야 합니다.
音乐之帝,Music Emperor,音乐之帝,,,,,,音楽の皇帝,음악의 황제
成为音乐之帝，需要切换999次背景音乐,Becoming the music king requires switching the background music 999 times.,成为音乐之帝，需要切换999次背景音乐,,,,,,音楽の皇帝になるには、サウンドトラックを999回切り替える必要がある。,음악의 황제가 되려면 사운드트랙을 999번 바꿔야 합니다.
抽奖之师,Lottery Master,抽奖之师,,,,,,抽選会のマスター,추첨의 달인
成为抽奖之师，需要抽奖10次,"To become a lottery master, you need to spin 10 times",成为抽奖之师，需要抽奖10次,,,,,,ドローの達人になるには、10回のドローが必要である。,추첨의 달인이 되려면 10번의 추첨이 필요합니다.
抽奖之王,Lottery King,抽奖之王,,,,,,ドローの王様,그리기의 왕
成为抽奖之王，需要抽奖50次,"To become the lottery king, you need to spin 50 times",成为抽奖之王，需要抽奖50次,,,,,,ドロー王になる。,"추첨의 왕 되기, 50회 추첨 필요"
抽奖之皇,Lottery King,抽奖之皇,,,,,,ラッフルの皇帝,추첨의 황제
成为抽奖之皇，需要抽奖150次,Becoming lottery king requires 150 lottery draws,成为抽奖之皇，需要抽奖150次,,,,,,ドロー王になるには、150回ドローする必要がある。,그리기 왕이 되려면 150번을 그려야 합니다.
抽奖之圣,Lottery Master,抽奖之圣,,,,,,ラッフルの賢人,추첨의 현자
成为抽奖之圣，需要抽奖500次,500 lotteries needed to become the lottery hero,成为抽奖之圣，需要抽奖500次,,,,,,ドローの聖人になるには、500回ドローする必要がある。,추첨의 성인이 되려면 500번 추첨해야 합니다.
抽奖之帝,Lottery King,抽奖之帝,,,,,,抽選会の皇帝,추첨의 황제
成为抽奖之帝，需要抽奖999次,Becoming lottery king requires 999 lottery draws,成为抽奖之帝，需要抽奖999次,,,,,,ラッキードローの皇帝になるには、999回引く必要がある。,복권 추첨의 황제가 되려면 999번을 추첨해야 합니다.
寻宝之师,Treasure Hunter,寻宝之师,,,,,,トレジャーハンター,보물 사냥꾼
成为寻宝之师，需要使用藏宝图10次,"To become a Treasure Hunter, you need to use the Treasure Map 10 times",成为寻宝之师，需要使用藏宝图10次,,,,,,トレジャーハンターになるには、宝の地図を10回使う必要がある。,보물 사냥꾼이 되어 보물지도를 10번 사용해야 합니다.
寻宝之王,King of Treasure Hunt,寻宝之王,,,,,,キング・オブ・トレジャーハンター,보물 사냥꾼의 왕
成为寻宝之王，需要使用藏宝图50次,"To become the King of Treasure Hunt, you need to use the Treasure Map 50 times.",成为寻宝之王，需要使用藏宝图50次,,,,,,トレジャーハンター王になるには、トレジャーマップを50回使う必要がある。,보물찾기 왕이 되려면 보물 지도를 50번 사용해야 합니다.
寻宝之皇,Treasure Hunt King,寻宝之皇,,,,,,トレジャーハンターの王,보물 사냥꾼의 왕
成为寻宝之皇，需要使用藏宝图150次,"To become the King of Treasure Hunt, you need to use the Treasure Map 150 times.",成为寻宝之皇，需要使用藏宝图150次,,,,,,宝探し王になるには、宝の地図を150回使う必要がある。,보물찾기 왕이 되려면 보물 지도를 150회 사용해야 합니다.
寻宝之圣,Holy Treasure Hunt,寻宝之圣,,,,,,トレジャーハンターの賢者,보물 사냥꾼의 현자
成为寻宝之圣，需要使用藏宝图500次,"To become the Holy of Treasure Hunt, you need to use the Treasure Map 500 times.",成为寻宝之圣，需要使用藏宝图500次,,,,,,トレジャーハンターになるには、トレジャーマップを500回使う必要がある。,보물 사냥꾼이 되려면 보물 지도를 500번 사용해야 합니다.
寻宝之帝,Treasure Hunt Emperor,寻宝之帝,,,,,,トレジャー・ハンターの皇帝,보물 사냥꾼의 황제
成为寻宝之帝，需要使用藏宝图999次,"To become the Treasure Hunter, you need to use the Treasure Map 999 times.",成为寻宝之帝，需要使用藏宝图999次,,,,,,宝探しの皇帝になるには、宝の地図を999回使う必要がある。,보물 찾기의 황제가 되려면 보물 지도를 999번 사용해야 합니다.
全局UI点击音效,Global UI Tap Sound,全局UI点击音效,,,,,,グローバルUIのクリック音,글로벌 UI 클릭 사운드
喷泉水声,Sound of Fountains,喷泉水声,,,,,,ピチャピチャ,분수대의 물소리
坐UI图标,Sit on the UI icon,坐UI图标,,,,,,座るUIアイコン,앉기 UI 아이콘
坐姿,Sit,坐姿,,,,,,シッティングポジション,앉은 자세
不知道叫啥,I don't know what it is.,不知道叫啥,,,,,,なんていう名前かは知らない。,이름이 뭔지 모르겠습니다.
也不知道叫啥,I don't know what it is.,也不知道叫啥,,,,,,なんていう名前かは知らない。,이름이 뭔지 모르겠습니다.
金轮,Golden Wheel,金轮,,,,,,黄金の車輪,황금바퀴
我会活下去,I will live.,我会活下去,,,,,,死にはしません,나는 살아남을 것이다
震荡音乐icon,Rock Music Icon,震荡音乐icon,,,,,,発振するミュージック・アイコン,진동 음악 아이콘
跳舞图标,Dance Icon,跳舞图标,,,,,,踊るアイコン,춤추는 아이콘
动画,Animation,动画,,,,,,アニメーション,생기
换装特效,Costume Effect,换装特效,,,,,,ドレスアップ特殊効果,특수 효과를 입으십시오
升级音效,Upgrade Sound,升级音效,,,,,,アップグレード効果音,음향 효과 업그레이드
升级特效,Upgrade Effect,升级特效,,,,,,特殊効果をアップグレードする,특수 효과 업그레이드
武器资源加载,Weapon Resource Load,武器资源加载,,,,,,武器資源のローディング,무기 자원 로딩
问号,Question mark,问号,,,,,,クエスチョンマーク,물음표(구두점)
翅膀,Wings,翅膀,,,,,,翼,비행
传送特效,Teleport Effects,传送特效,,,,,,テレポーテーション効果,순간이동 효과
收集物icon,Collectibles,收集物icon,,,,,,コレクションアイコン,컬렉션 아이콘
宝箱,Treasure Chest,宝箱,,,,,,宝箱,보물 상자
寻路特效,Pathfinding Effect,寻路特效,,,,,,パスファインダー効果,패스 파인더 효과
目标点特效,Target Point Effect,目标点特效,,,,,,目標ポイント効果,타겟 포인트 효과
属性加点特效,Attributes,属性加点特效,,,,,,属性追加効果,속성 추가 효과
昼夜,Day & Night,昼夜,,,,,,絶え間なく,멈추지 않고 지속적으로
站立动画,Stand-up Animation,站立动画,,,,,,スタンディング・アニメーション,스탠딩 애니메이션
宠物Icon,Pet Icon,宠物Icon,,,,,,ペットアイコン,애완동물 아이콘
抽奖音效,Lottery Sound,抽奖音效,,,,,,抽選会サウンド,추첨 사운드
1级以及上可进入,Level 1 and up,1级以及上可进入,,,,,,レベル1以上でアクセス可能,레벨 1 이상에서 액세스 가능
50级以及上可进入,Level 50 and up,50级以及上可进入,,,,,,レベル50以上でアクセス可能,50레벨 이상부터 이용 가능
80级以及上可进入,Level 80 and up,80级以及上可进入,,,,,,レベル80以上でアクセス可能,80레벨 이상부터 이용 가능
150级以及上可进入,Level 150 and up,150级以及上可进入,,,,,,レベル150以上でアクセス可能,150레벨 이상부터 이용 가능
200级以及上可进入,Level 200 and up,200级以及上可进入,,,,,,レベル200以上でアクセス可能,레벨 200 이상에서 액세스 가능
兜帽男,Hood,兜帽男,,,,,,フードをかぶった男,후드맨
双马尾女,Twin Ponytails,双马尾女,,,,,,ツインテールの女の子,쌍둥이 꼬리를 가진 소녀
男战士,Male Warrior,男战士,,,,,,男性戦士,남성 전사
机甲少女,Mecha Girl,机甲少女,,,,,,メカガール,메카 소녀
男骑士,Knight,男骑士,,,,,,男性騎士,남성 기사
纳米机甲女性,Nano Mecha Female,纳米机甲女性,,,,,,ナノメカメス,나노메카 암컷
赛博少年,Cyber Boy,赛博少年,,,,,,サイバー少年,사이버 소년
赛博少女,Cyber Girl,赛博少女,,,,,,サイバーガール,사이버 소녀
一定锅少年,Must Be Pot Boy,一定锅少年,,,,,,きっと熱い少年なんだろうね,분명 핫한 소년이겠지
求神少年,Goddess Boy,求神少年,,,,,,神に祈る若者,신에게 기도하는 청년
一定锅少女,Must Be Pot Girl,一定锅少女,,,,,,鍋娘に違いない,팟걸이겠지
求神少女,Goddess Girl,求神少女,,,,,,神を求める少女,신을 찾는 소녀
宝石铠甲男,Gem Armor,宝石铠甲男,,,,,,宝石の鎧の男,보석 갑옷 남자
铠甲男战士,Armored Warrior,铠甲男战士,,,,,,鎧を着た男性戦士,무장한 남성 전사
黑人男纳米机甲,Black Male Nano Mecha,黑人男纳米机甲,,,,,,黒人男性ナノメカ,흑인 남성 나노메카
白人男纳米机甲,White Male Nano Mech Armor,白人男纳米机甲,,,,,,白人男性のナノメカ,백인 남성 나노메카
白银骑士,Silver Knight,白银骑士,,,,,,銀の騎士,실버 나이트
鹰战士,Eagle Warrior,鹰战士,,,,,,鷲の戦士,독수리 전사
战士,Warrior,战士,,,,,,戦士,전사
毒液怪人,Venom Man,毒液怪人,,,,,,ヴェノムモンスター,베놈 몬스터
蚁侠士,Ant Man,蚁侠士,,,,,,アントマン,앤트맨
最强队长,Captain Strongest,最强队长,,,,,,最強のキャプテン,가장 강한 선장
超帅侠,Super Handsome,超帅侠,,,,,,超イケメン,슈퍼 잘 생긴 남자
奇异战士,Strange Warrior,奇异战士,,,,,,奇妙な戦士,이상한 전사
闪电怪,Lightning Monster,闪电怪,,,,,,雷の怪物,번개 괴물
恶灵骷髅,Evil Soul Skeleton,恶灵骷髅,,,,,,邪悪な骸骨,사악한 해골
铁人,Ironman,铁人,,,,,,アイアンマン,아이언맨
风衣女,Trench Coat,风衣女,,,,,,女性のトレンチコート,여성 트렌치코트
汉服少女,Chinese Girl,汉服少女,,,,,,漢服の女の子,한푸 소녀
时尚少女,Stylish Girl,时尚少女,,,,,,ファッションの女の子,패션 소녀
潮流少女,Stylish Girl,潮流少女,,,,,,トレンディな女の子,트렌디한 소녀
古代书生,Ancient Scholar,古代书生,,,,,,古代の学者,고대 학자
黄阶低级斗技,Yellow Rank,黄阶低级斗技,,,,,,黄ランクの低級格闘技,저급 황색 등급 전투 기술
黄阶中级斗技,Yellow Intermediate Fighter,黄阶中级斗技,,,,,,イエロー・ランク中級格闘技,황색 등급 중급 격투 기술
黄阶高级斗技,Yellow Advanced Combat,黄阶高级斗技,,,,,,イエロー・オーダー・アドバンス・ファイティング・テクニック,황색 오더 고급 전투 기술
玄阶低级斗技,Profound Battle Skill,玄阶低级斗技,,,,,,下級玄級格闘術,저급 수안 클래스 전투 기술
玄阶中级斗技,Profound Battle Skill,玄阶中级斗技,,,,,,中級玄人クラスの格闘技。,중급 수안 클래스 전투 기술입니다.
玄阶高级斗技,Advanced Battle Skill,玄阶高级斗技,,,,,,玄ランク上級格闘技,수안 계급 고급 전투 기술
地阶低级斗技,Lower Level Fighter,地阶低级斗技,,,,,,土拳,대지 등급의 저급 전투 기술(무술)
地阶中级斗技,Intermediate Battle Skill,地阶中级斗技,,,,,,アースランク中級格闘技,대지 랭크 중급 전투 기술
天阶低级斗技,Advanced Battle Skill,天阶低级斗技,,,,,,下級天闘技,저급 천상 전투 기술
天阶中级斗技,Intermediate Battle Skill,天阶中级斗技,,,,,,スカイランク中級格闘技,하늘 등급 중급 격투 기술
天阶高级斗技,Advanced Battle Skill,天阶高级斗技,,,,,,天界レベルの高度な戦闘スキル,천국 수준의 고급 전투 기술
黄阶低级功法,Yellow Rank,黄阶低级功法,,,,,,低級イエローステージ・テクニック,저급 옐로우 스테이지 기술
黄阶中级功法,Yellow Intermediate,黄阶中级功法,,,,,,イエローオーダー中級テクニック,노란색 주문 중급 기술
黄阶高级功法,Yellow Rank Advanced,黄阶高级功法,,,,,,イエローオーダー上級テクニック,옐로우 오더 고급 기술
玄阶低级功法,Lower Level Skill,玄阶低级功法,,,,,,玄級下段技,쉬안 클래스 저레벨 기술
玄阶中级功法,Master Mode,玄阶中级功法,,,,,,中級玄人クラスのテクニック,중급 쉬안 클래스 기술
玄阶高级功法,Advanced Mastery,玄阶高级功法,,,,,,玄クラスの上級テクニック。,쉬안 클래스 고급 기술.
地阶低级功法,Lower Level Skill,地阶低级功法,,,,,,低級地球ステージ・テクニック,저급 지구 단계 기술
地阶中级功法,Rank Intermediate,地阶中级功法,,,,,,中級グランドレベル・テクニック,중급 지상 기술
地阶高级功法,Advanced Rank Skill,地阶高级功法,,,,,,アースステージ上級テクニック,어스 스테이지 고급 기술
天阶低级功法,Advanced Skill,天阶低级功法,,,,,,ヘブンリーランク・ローレベル・テクニック,천계 저레벨 기술
天阶中级功法,Advanced Skill,天阶中级功法,,,,,,天位中級テクニック,천계 중급 기술
天阶高级功法,Advanced Skill,天阶高级功法,,,,,,天上ランク上級テクニック,천상 등급 고급 기술
一品丹药,Pill,一品丹药,,,,,,一級霊薬,1등급 엘릭서
二品丹药,Pill II,二品丹药,,,,,,二級霊薬,2등급 엘릭서
三品丹药,Pill,三品丹药,,,,,,三級霊薬,3등급 엘릭서
四品丹药,Pill,四品丹药,,,,,,四級霊薬,4급 엘릭서
五品丹药,Wupin Pill,五品丹药,,,,,,小5エリクサー,5급 엘릭서
六品丹药,Liupin Pill,六品丹药,,,,,,小学6年生の万能薬,6급 엘릭서
七品丹药,Qipin Pill,七品丹药,,,,,,セブン・エリクサー,일곱 번째 등급 엘릭서
一色丹雷八品丹药,Thunder Pill,一色丹雷八品丹药,,,,,,一色丹玲八級丸薬,원 컬러 단 레이 8학년 알약
二色丹雷八品丹药,Red Thunder Pill,二色丹雷八品丹药,,,,,,二色檀雷8級霊薬,이색 단 레이 8급 비약
三色丹雷八品丹药,Tricolor Salvia Pill,三色丹雷八品丹药,,,,,,三色丹玲八級霊薬,삼색 단 레이 8급 비약
四色丹雷八品丹药,Thunder Pill,四色丹雷八品丹药,,,,,,四色丹玲八級霊薬,4색 단 레이 8급 비약
五色丹雷八品丹药,Thunder Pill,五色丹雷八品丹药,,,,,,五色丹玲八級霊薬,오색 단 레이 8급 비약
六色丹雷八品丹药,Red Thunder Pill,六色丹雷八品丹药,,,,,,六彩丹玲八級霊薬,육색 단 레이 8급 영약
七色丹雷八品丹药,Seven-colored Thunder Pill,七色丹雷八品丹药,,,,,,七色丹玲八級霊薬,일곱 빛깔 단 레이 8급 영약
八色丹雷八品丹药,Thunder Pill,八色丹雷八品丹药,,,,,,八色丹玲八級霊薬,여덟 가지 색의 단 레이 8급 영약
九色丹雷八品丹药,Silverstorm Pill,九色丹雷八品丹药,,,,,,九色丹玲八級丸薬,나인 컬러 댄 레이 8학년 알약
九品宝丹,Treasure Pill,九品宝丹,,,,,,きゅうやく,아홉 가지 보약(한의학)
九品玄丹,Nine-pint Profound Pill,九品玄丹,,,,,,九品玄丹,9점 수안 단
九品金丹,Gold Pill,九品金丹,,,,,,九品金丹,9급 금약(한의학)
帝品丹药,Imperial Pill,帝品丹药,,,,,,最高の万能薬,최상급 엘릭서
玄黄炎  异火榜排名第23,Mystic Flame Ranked 23rd on the Foreign Fire List,玄黄炎  异火榜排名第23,,,,,,玄桓岩、外国人火災ランキング23位。,해외 화재 목록에서 23위를 차지한 쉬안황옌.
万兽灵火  异火榜排名第22,Beast Spirit Fire #22 on the Hot List,万兽灵火  异火榜排名第22,,,,,,獣の精霊の火 海外の火ランキング22位。,짐승의 정령 불. 외국 화재 목록에서 22위를 차지했습니다.
阴阳炎  异火榜排名第21,Ranked 21st on the Hot List,阴阳炎  异火榜排名第21,,,,,,イインヤン・イェン、外国人ファイヤーランキング21位。,해외 화재 순위 21위를 차지한 인양 옌.
幽冥毒火  异火榜排名第20,Underworld Poisonous Fire Ranked 20th on the Hot List,幽冥毒火  异火榜排名第20,,,,,,冥界の毒の炎、外国の炎のランキングで20位。,지하 세계의 독 불꽃은 외래 불꽃 목록에서 20위를 차지했습니다.
青莲地心火  异火榜排名第19,Lotus Fire Ranked 19th on the list,青莲地心火  异火榜排名第19,,,,,,グリーン・ロータス・アース・フレイムは、外国の炎のランキングで19位。,녹색 연꽃 대지의 불꽃은 외국 불꽃 목록에서 19위를 차지했습니다.
风怒龙炎  异火榜排名第18,Dragon Fury Ranked 18th on the Hot List,风怒龙炎  异火榜排名第18,,,,,,ウインドフューリー・ドラゴンフレイム、海外ファイヤーランキング18位。,바람의 분노 드래곤플레임은 외래 화재 목록에서 18위를 차지했습니다.
火山石焰  异火榜排名第17,Volcanic Fossil Flame Ranked 17th on the Hot List,火山石焰  异火榜排名第17,,,,,,ヴォルカニック・ストーン・フレーム、海外の炎のランキングで17位。,화산석 화염은 외래 화염 목록에서 17위를 차지했습니다.
火云水炎  异火榜排名第16,Fire Cloud Flame #16 on the Hot List,火云水炎  异火榜排名第16,,,,,,火雲水炎、外国の炎ランキング16位。,외래 화염 목록에서 16위를 차지한 파이어클라우드 워터플레임.
海心炎  异火榜排名第15,Sea Heart Flame Ranked 15th on the Foreign Fire List,海心炎  异火榜排名第15,,,,,,海信燕、外国人選手火災ランキング15位。,하이신옌은 해외 화재 발생 순위 15위를 차지했습니다.
陨落心炎  异火榜排名第14,Falling Heart Flame Ranked 14th on the Foreign Fire List,陨落心炎  异火榜排名第14,,,,,,フォーリングハート・フレーム、外国人火災ランキング14位。,낙하하는 심장 불꽃은 해외 화재 목록에서 14위를 차지했습니다.
龟灵地火  异火榜排名第13,Turtle Fire Ranked 13th on the Hot List,龟灵地火  异火榜排名第13,,,,,,亀霊土炎、外国の炎のランキングで13位。,거북 정령의 대지 불꽃은 외국 불꽃 목록에서 13위를 차지했습니다.
九龙雷罡火  异火榜排名第12,Kowloon Thunderfire Ranked 12th on the Hot List,九龙雷罡火  异火榜排名第12,,,,,,ナインドラゴンズ・サンダーボルト・フレイム、海外の炎のランキングで12位。,나인 드래곤즈 썬더볼트 플레임은 외국 불꽃 목록에서 12위를 차지했습니다.
骨灵冷火  异火榜排名第11,Bone Spirit Cold Fire #11 on the Hot List,骨灵冷火  异火榜排名第11,,,,,,ボーン・コールド・ファイヤー（骨冷の火）」は、海外の火災ランキングで11位にランクされた。,본 콜드 파이어는 해외 화재 목록에서 11위를 차지했습니다.
九幽风炎  异火榜排名第10,Ranked 10th on the Hot Fire List.,九幽风炎  异火榜排名第10,,,,,,ナイン・ファントム・ウィンド・フレイム（9つの幻の風炎）。,외국 화염 목록에서 10위를 차지한 '나인 팬텀 윈드 플레임'이 있습니다.
三千焱炎火  异火榜排名第9,Ranked #9 on the all-fire list.,三千焱炎火  异火榜排名第9,,,,,,三千の驚異的な炎、海外の炎ランキング9位。,삼천 개의 놀라운 불꽃은 외국 불꽃 목록에서 9위를 차지했습니다.
红莲业火  异火榜排名第8,Lotus Fire #8 on the Hot List,红莲业火  异火榜排名第8,,,,,,紅蓮の業火、海外の業火ランキング8位。,붉은 연꽃 업장의 불. 외국 화재 목록에서 8위를 차지했습니다.
九幽金祖火  异火榜排名第7,Golden Ancient Fire #7 on the Hot List,九幽金祖火  异火榜排名第7,,,,,,黄金の祖先の炎は、外国の炎のランキングで7位にランクされている。,황금 조상의 불꽃은 외국 불꽃 목록에서 7위에 랭크되어 있습니다.
八荒破灭焱  异火榜排名第6,Wasteland Cage #6 on the Hot List,八荒破灭焱  异火榜排名第6,,,,,,八つの荒涼とした驚異の火は、海外の火ランキングで6位にランクインしている。,황량한 8가지 놀라운 화재는 해외 화재 목록에서 6위를 차지했습니다.
生灵之焱  异火榜排名第5,Cage of Creatures #5 on the Hot Fire List,生灵之焱  异火榜排名第5,,,,,,アメイジング・スピリット、海外炎上ランキング5位。,어메이징 스피릿은 외국 불꽃 목록에서 5위를 차지했습니다.
金帝焚天炎  异火榜排名第4,Golden Emperor Ranked 4th on the Hot List,金帝焚天炎  异火榜排名第4,,,,,,金皇灼熱の炎、海外の炎ランキング4位。,황금 황제 불타는 불꽃은 외국 불꽃 목록에서 4위를 차지했습니다.
净莲妖火  异火榜排名第3,Lotus Fairy Fire #3 on the Hot List,净莲妖火  异火榜排名第3,,,,,,ピュアロータス・デモン・フレイム、外国の炎のランキングで3位。,순수한 연꽃 악마의 불꽃은 외계 불꽃 목록에서 3위를 차지했습니다.
虚无吞炎  异火榜排名第2,Void Devour Ranked #2 on the Foreign Fire List,虚无吞炎  异火榜排名第2,,,,,,ヴォイド・スワローイング・フレイム、外国の炎のランキングで2位。,공허를 삼키는 불꽃은 이물질 불꽃 목록에서 2위를 차지했습니다.
帝炎  异火榜排名第1,Ranked 1st on the Hot Fire List,帝炎  异火榜排名第1,,,,,,皇帝の炎は海外の炎ランキングで1位。,황제의 불꽃은 외국 불꽃 목록에서 1위를 차지했습니다.
青铜镰刀,Bronze Sickle,青铜镰刀,,,,,,銅鎌,청동 낫
黑钢镰刀,Black Steel Sickle,黑钢镰刀,,,,,,黒鋼の大鎌,검은 강철의 낫
海盗刀,Pirate Knife,海盗刀,,,,,,海賊ナイフ,해적 칼
激光剑,Laser Sword,激光剑,,,,,,レーザーソード,레이저 검
刀,Knife,刀,,,,,,刀,칼
镰刀,Sickle,镰刀,,,,,,鎌,낫
金镰刀,Golden Sickle,金镰刀,,,,,,大鎌,낫
翡翠镰刀,Jade Sickle,翡翠镰刀,,,,,,エメラルド鎌,에메랄드 낫
屠龙剑,Dragon Slayer,屠龙剑,,,,,,竜殺しの剣,드래곤 슬레이어의 검
青虹剑,Rainbow Sword,青虹剑,,,,,,ブルー・レインボー・ソード,푸른 무지개 검
龙泉剑,Dragon Spring Sword,龙泉剑,,,,,,龍泉剣,롱취안 검
紫电剑,Purple Electric Sword,紫电剑,,,,,,紫剣,보라색 검(마법사의 검)
灵犀圣剑,Spirit Rumble Sword,灵犀圣剑,,,,,,サイの剣,코뿔소의 검
白金剑,Platinum Sword,白金剑,,,,,,プラチナの剣,백금 검
紫魔剑,Purple Demon Sword,紫魔剑,,,,,,紫魔刀,보라색 악마의 검
天使剑,Angel Sword,天使剑,,,,,,天使の剣,천사의 검
恶魔剑,Demon Sword,恶魔剑,,,,,,魔剣,악마검
紫虎剑,Purple Tiger Sword,紫虎剑,,,,,,紫虎刀,보라색 호랑이 검
大砍刀,Machete,大砍刀,,,,,,マチェーテ,칼
泣血刀,Weeping Knife,泣血刀,,,,,,嘆きの血のナイフ,흐느끼는 피의 칼
悟空法杖,Goku Staff,悟空法杖,,,,,,悟空スタッフ,오공의 직원
赛博斩刀,Cyber Slash,赛博斩刀,,,,,,サイバー・チョッパー,사이버 초퍼
黄金海王镰刀,Golden Neptune Sickle,黄金海王镰刀,,,,,,黄金の海王鎌,황금 바다 왕 낫
激光炮,Laser Cannon,激光炮,,,,,,レーザーキャノン,레이저 대포
天神枪,God's Gun,天神枪,,,,,,天の拳銃,천상의 권총
假雷神之锤,Fake Thor's Hammer,假雷神之锤,,,,,,偽ソーのハンマー,가짜 토르의 망치
毒液刺,Venom Thorn,毒液刺,,,,,,毒針,독침
灭霸法球,Thamos Magic Orb,灭霸法球,,,,,,エクスターミネーター・スフィア,퇴치자 구
螺旋丸,Rasengan,螺旋丸,,,,,,ラセンガン,라센간
双剑华斩,Twin Sword Slash,双剑华斩,,,,,,ダブルソード・ホアチョップ,쌍검 화 찹
洛基法杖,Rocky Staff,洛基法杖,,,,,,ロキの杖,로키의 스태프
